,text,tag,paragraph,article,num_words,num_sentences
2254,"I went into ERP feeling very alone. Despite an estimated 17% of autistic people having OCD, there’s very little information and support out there for the intersection. I am privileged to have the knowledge and background to teach therapists about my neurotype, but people shouldn’t have to be able to do that to get care. That’s why I’m so grateful to be able to work with NOCD in increasing understanding and services for this neglected community. One of the great joys of my recovery (and yes, ERP worked, I’m in recovery! You can read more of my story here)  is being able to advocate for autistic people with OCD in ways that make all of us a little less alone.",p,,/blog/im-autistic-with-ocd-heres-how-my-therapist-and-i-made-erp-work-for-me,120,6
2255,"What is Cognitive Behavioral Therapy, and does it work for OCD?",h1,title,/blog/what-is-cognitive-behavioral-therapy-and-does-it-work-for-ocd,11,1
2256,"Cognitive Behavioral Therapy (CBT) is an umbrella term that is often used as a “catch-all” phrase attributed to many forms of therapy. For example, many traditional talk therapists will state that they utilize CBT as their primary treatment model. But what does CBT mean really? ",p,,/blog/what-is-cognitive-behavioral-therapy-and-does-it-work-for-ocd,45,3
2257,"At its core, CBT is a short-term and goal-oriented treatment involving techniques that focus on changing unhelpful behaviors and thoughts, with a heavy focus on practicing skills in between sessions as “homework.” One of the core foundational principles of CBT is that the way we think and feel impacts how we respond or behave, so it helps the people seeking treatment take a non-judgmental view of their thoughts. In other words, CBT’s approach is that if we can change the way we think about something, we can change the way it makes us feel. Through awareness of these patterns of thinking, we can make the necessary changes in our lives to function more effectively. ",p,,/blog/what-is-cognitive-behavioral-therapy-and-does-it-work-for-ocd,114,5
2258,"What’s important to note here is that CBT is not a singular therapy, but rather multiple therapies. CBT is a broad term that basically indicates that a therapist works with the understanding of (or that the intervention directly targets) the relationship among behaviors thoughts, and emotions. Due to that, a therapist who says they practice CBT may also be referencing their general approach to treatment, perhaps using related interventions such as challenging thoughts, providing encouragement, and processing events. In these cases, the therapist may not be using evidence-based treatments, but rather may be providing unstructured therapy that allows the client to guide the session–this can be detrimental in the treatment of some conditions, like OCD. ",p,,/blog/what-is-cognitive-behavioral-therapy-and-does-it-work-for-ocd,115,5
2259,"That’s why when you find a therapist who mentions they practice CBT, we recommend that you ask more questions to understand the type of CBT they are trained in, and whether that specific therapy they’re trained in under the CBT umbrella is the best or right therapy to treat the condition(s) you’re seeking care for. For example, the clinically effective and recommended treatment for OCD is a specific type of CBT called exposure and response prevention (ERP) therapy. ",p,,/blog/what-is-cognitive-behavioral-therapy-and-does-it-work-for-ocd,78,3
2260,Different forms of treatment that interweave CBT skills,h2,Different forms of treatment that interweave CBT skills,/blog/what-is-cognitive-behavioral-therapy-and-does-it-work-for-ocd,8,1
2261,Some of the more popularly used CBT treatments include the following: ,p,Different forms of treatment that interweave CBT skills,/blog/what-is-cognitive-behavioral-therapy-and-does-it-work-for-ocd,11,1
2262,"Acceptance and Commitment Therapy (ACT): This is an action-oriented form of treatment in which the therapist guides the patient to accept instead of avoiding feelings and situations that are distressing and often uncontrollable. By accepting these things and committing to changing one’s behavior, one can continue to move towards valued life activities. ACT teaches that despite how a person feels in the moment, they can still choose to behave based on what they value in the long term. Mindfulness is also a key component in ACT: This helps with accepting problems as they arise without feeling the need to intervene or take control. It is also about giving yourself compassion, especially concerning one’s relationship with difficult experiences.",p,Different forms of treatment that interweave CBT skills,/blog/what-is-cognitive-behavioral-therapy-and-does-it-work-for-ocd,117,6
2263,"Motivational Interviewing (MI): This type of treatment is often utilized in the early stages of therapy. The goal of MI is to assist the individual in developing awareness of ambivalence surrounding areas of behaviors that have been hard to change. This is often used to help the person get to a place where they are more ready to participate in a structured form of therapy. Behaviors that are practiced for long periods can be incredibly difficult to change. Through acknowledging and addressing barriers to change, one can become more ready to face the challenges of change.",p,Different forms of treatment that interweave CBT skills,/blog/what-is-cognitive-behavioral-therapy-and-does-it-work-for-ocd,96,6
2264,"Dialectical Behavioral Therapy (DBT): This treatment focuses on the development of core skills that include emotion regulation, distress tolerance, mindfulness, and stress reduction. DBT also works to reduce self-destructive behaviors. When someone is experiencing intense emotional distress, it can be hard to remain in the moment. Mindfulness skills can help a person stay grounded during times of deep emotional turmoil. By pausing and paying attention to one’s surroundings and senses, an individual can slow down and be present in the moment. By remaining non-judgemental about the experience, and not engaging in automatic negative thinking and behavior patterns, individuals learn to use healthy coping skills. ",p,Different forms of treatment that interweave CBT skills,/blog/what-is-cognitive-behavioral-therapy-and-does-it-work-for-ocd,104,7
2265,"Distress tolerance in DBT involves the acceptance of who one is, as well as acceptance of one’s experience. Distraction, self-soothing behaviors, and seeing things from a more positive outlook can help a person who is struggling to remain in control of situations as they arise. Another key component of DBT is interpersonal effectiveness. DBT teaches skills to help people be assertive and get their needs met in relationships. DBT also teaches skills of emotional regulation by helping a person to channel their emotions in a manner through learning to accurately identify their feelings and tolerate them. Through acceptance and change, people can begin to respond differently to their experiences. ",p,Different forms of treatment that interweave CBT skills,/blog/what-is-cognitive-behavioral-therapy-and-does-it-work-for-ocd,109,7
2266,"Behavioral Activation: This can be a stand-alone treatment or is sometimes labeled as a skill of CBT. Behavioral activation is based on the belief that action precedes emotion; in other words, how you act will determine how you feel. This is a very effective treatment for depression. Through increasing positive reinforcement of behaviors, we can increase the probability of that behavior continuing. By learning to replace negative behaviors with more positive ones, a person can reduce feelings of depression.",p,Different forms of treatment that interweave CBT skills,/blog/what-is-cognitive-behavioral-therapy-and-does-it-work-for-ocd,79,6
2267,The treatments for OCD and related conditions are specialized forms of CBT,h2,The treatments for OCD and related conditions are specialized forms of CBT,/blog/what-is-cognitive-behavioral-therapy-and-does-it-work-for-ocd,12,1
2268,"Specialists trained in OCD treatment will not provide traditional “talk therapy,” as it can be unstructured, ritualistic, and does not include an emphasis on behavioral change, which is central to OCD recovery. Rather, they should be practicing very distinct types of CBT that were designed and work specifically for OCD and related disorders, such as hoarding disorder, tic disorders, and body-focused repetitive behaviors (BFRBs). ",p,The treatments for OCD and related conditions are specialized forms of CBT,/blog/what-is-cognitive-behavioral-therapy-and-does-it-work-for-ocd,64,3
